formula	target
Zr5SiSb3	True
Zr5Sn3	True
Zr5Sn4	True
Zr6Al2CoH10	True
Zr6Al2Ni	True
Zr6NiCl15	True
Zr6O	False
Zr6Sb2Pt	True
Zr7P4	True
Zr7Sb4	True
ZrAl5Ni2	True
ZrAlPt	True
ZrAlRu2	True
ZrAlW	True
ZrAu4	True
ZrB2	True
ZrC	False
ZrCd	True
ZrCrSi2	True
ZrGaPt	True
ZrGe2	True
ZrGeRu	True
ZrHCl	True
ZrHg4(AsCl3)2	False
ZrHg4(PCl3)2	False
ZrInCu2	True
ZrInPd2	True
ZrInRh2	True
ZrIr2	True
ZrMo3	True
ZrNiGe	True
ZrNiSb	False
ZrNiSn	True
ZrO2	False
ZrPd2	True
ZrPd3	True
ZrRe2	True
ZrRh	True
ZrRu3C	True
ZrS2	False
ZrS3	False
ZrSb	True
ZrSbRu	True
ZrSe	True
ZrSe2	False
ZrSe3	False
ZrSi2	True
ZrSiTe	True
ZrTaN3	False
ZrTe	True
ZrTi2O	True
ZrTiF6	True
ZrW2	True
